negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Bad Flight,United,,0,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,Negative,3
Customer Service Issue,United,,1,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,Negative,9
Late Flight,United,Northwestern NJ,0,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,Negative,1
,United,"ÃœT: 40.635407,-73.991869",0,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",Negative,7
Lost Luggage,United,Toronto,0,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,Negative,1
Late Flight,United,"Washington, DC",0,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,Negative,1
,United,Southern New Jersey,0,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,Negative,4
Late Flight,United,,0,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,Negative,1
Bad Flight,United,Houston,0,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,Negative,8
Late Flight,United,"Houston, Texas",0,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,Negative,2
Lost Luggage,United,,0,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,Negative,1
Customer Service Issue,United,,0,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,Negative,1
Customer Service Issue,United,,0,@united costumer service sucks! Waiting for a week for a response,Negative,6
Flight Booking Problems,United,All Over The World,0,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,Negative,4
,United,"Halifax, Nova Scotia",1,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,Negative,9
Customer Service Issue,United,,0,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",Negative,3
Late Flight,United,Deerfield,0,"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",Negative,1
Damaged Luggage,United,,0,"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",Negative,4
Cancelled Flight,United,Usually in a plane,0,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,Negative,8
Can't Tell,United,Bhutan,0,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",Negative,8
Cancelled Flight,United,Kanasa City,0,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,Negative,1
Customer Service Issue,United,"New York, NY",0,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,Negative,9
,United,Bhutan,0,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,Negative,9
Late Flight,United,"Island of Oahu, Hawaii",0,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,Negative,0
Customer Service Issue,United,"Boston, MA",0,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,Negative,4
Bad Flight,United,Houston,0,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",Negative,1
Flight Attendant Complaints,United,"Portsmouth, UK",0,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",Negative,1
Late Flight,United,"grand rapids, michigan",0,.@united call my work and tell them it's your fault I'm Late Flight,Negative,1
Late Flight,United,"New York, NY",0,"@United is officially the worst, most delayed, and least helpful airline I have ever had the misfortune of flying on",Negative,9
Lost Luggage,United,Omagh/Belfast,0,@united i have items of sentimental value that I'm heartbroken are missing,Negative,5
Customer Service Issue,United,New Jersey,0,@united I tried 2 DM it would not go thru... not sure why,Negative,5
Customer Service Issue,United,Tweets = My Opinion,0,"@united, link to current status of flights/airports? Fly BWI-EWR-MCO this morning yet can't yet tell what any problems are except see snow.",Negative,1
Cancelled Flight,Southwest,"ÃœT: 38.965477,-77.428287",0,@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,Negative,0
Customer Service Issue,Southwest,,0,@SouthwestAir Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,Negative,3
Customer Service Issue,Southwest,"St. Louis, MO",0,@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,Negative,1
Bad Flight,Southwest,Chappaqua NY,0,@SouthwestAir my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,Negative,8
Late Flight,Southwest,"Columbus, OH",0,@SouthwestAir my flight was delayed 4 hrs. I'm 5 months pregnant &amp; supposed to be caring for my mom whose in surgery now. Very upset.,Negative,9
longlines,Southwest,"Burlington, Ma",0,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,Negative,6
,Southwest,,0,@SouthwestAir can you update me on the emergency landing in Jacksonville right now? #parentsonboard,Negative,1
,Southwest,1/1 loner squad,0,@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24,Negative,6
Flight Attendant Complaints,Southwest,Chappaqua NY,0,"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",Negative,2
Late Flight,Southwest,,0,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¤ðŸ˜¤ðŸ˜¤,Negative,7
Bad Flight,Southwest,Fort Lauderdale,0,@SouthwestAir belt issues. Been a rough day for them. Worst part is traveling with 9 month old and having to wait outside in 85 degree,Negative,9
Lost Luggage,Southwest,,0,@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.,Negative,6
Damaged Luggage,Southwest,,0,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!,Negative,6
Lost Luggage,Southwest,,0,@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,Negative,9
Customer Service Issue,Southwest,"Newark, Ohio",0,@SouthwestAir your phone service sucks,Negative,3
,Southwest,,0,"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?",Negative,0
Late Flight,Southwest,,0,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,Negative,3
Cancelled Flight,Southwest,,0,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,Negative,4
Customer Service Issue,Southwest,Trapped in Baltimore.,0,@SouthwestAir My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?,Negative,1
Can't Tell,Southwest,,0,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.,Negative,8
Late Flight,Southwest,,0,@SouthwestAir @SMiles1307 over two hours now.  Ugh we should all get vouchers this is inexcusable ESP after a pre flight check that was ok.,Negative,5
Bad Flight,Southwest,,0,"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ",Negative,6
Flight Attendant Complaints,Southwest,"woodstock, Ontario, Canada",0,"@SouthwestAir then had to watch the staff check off each passenger on the list TWICE, because the first time they forgot look at IDs. Brutal",Negative,2
Late Flight,Southwest,"woodstock, Ontario, Canada",0,"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",Negative,0
Bad Flight,Southwest,,0,@SouthwestAir freezing in the plane,Negative,3
Flight Attendant Complaints,Southwest,,0,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,Negative,3
Cancelled Flight,Southwest,,0,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,Negative,0
Customer Service Issue,Southwest,,0,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable,Negative,1
Can't Tell,Southwest,"Los Angeles, CA",0,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr,Negative,7
Late Flight,Southwest,"Hampton Roads, Virginia",0,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",Negative,9
Customer Service Issue,Southwest,"San Diego,  CA",0,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,Negative,3
,Southwest,,0,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,Negative,1
,Southwest,"Duluth, MN",0,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,Negative,3
Customer Service Issue,Southwest,,0,@SouthwestAir frustrating indeed especially when no one knows what the issue is....,Negative,2
Customer Service Issue,Southwest,,0,@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,Negative,9
longlines,Southwest,Fort Lauderdale,0,@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash,Negative,4
Late Flight,Southwest,"San Juan, Brooklyn, LA ",0,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625",Negative,3
Customer Service Issue,Southwest,"San Juan, Brooklyn, LA ",0,@SouthwestAir INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,Negative,3
,Southwest,"Miami, New York, Boston",0,@SouthwestAir Airline trouble &amp; not getting satisfactory customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,Negative,2
Customer Service Issue,Southwest,"Orlando, Florida",0,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",Negative,4
Customer Service Issue,Southwest,"Raleigh, NC",0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,Negative,6
Customer Service Issue,Southwest,"InMyFeelings, IL",0,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,Negative,0
Flight Booking Problems,Southwest,,0,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",Negative,6
Late Flight,Southwest,,0,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?",Negative,1
Cancelled Flight,Southwest,,0,@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,Negative,0
Can't Tell,Southwest,Galt Gulch,0,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees,Negative,2
,Southwest,Chicago,0,"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",Negative,4
Can't Tell,Southwest,Galt Gulch,0,@SouthwestAir   I hate evolved seating. knees in the seat pocket http://t.co/forNpF69Ky,Negative,9
Late Flight,Southwest,"Philadelphia, PA",0,@SouthwestAir Any ETD for SWA1004 from PHL? Appears delayed but no info available at gate.,Negative,3
Cancelled Flight,Southwest,"Minneapolis, MN",0,@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,Negative,0
Cancelled Flight,Southwest,"Minneapolis, MN",0,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.",Negative,0
Cancelled Flight,Southwest,"Minneapolis, MN",0,@SouthwestAir weather where? And at what time Cancelled Flighted? No I can't because meeting was today.,Negative,0
,Southwest,Florida ,0,@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,Negative,7
,Southwest,Chicago,0,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,Negative,0
Cancelled Flight,Southwest,"Minneapolis, MN",0,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,Negative,0
Customer Service Issue,Southwest,,0,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,Negative,6
Customer Service Issue,Southwest,,0,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,Negative,6
Bad Flight,Southwest,,0,@SouthwestAir three hour flight to Orlando and no wifi? Uncool. #firstworldproblems,Negative,6
Customer Service Issue,Southwest,South Florida ,0,"@SouthwestAir customer service at FLL, BWI,and PIT have been terrible.no one knows where his bags are.his is on a job with no clothes &amp; gear",Negative,6
Cancelled Flight,Southwest,"Minneapolis, MN",0,"@SouthwestAir up at 4AM and arrive to find it already Cancelled Flighted. No options so miss my meeting. You might ""know"" but don't show it.",Negative,0
Can't Tell,Southwest,"Hopatcong, NJ",0,@SouthwestAir darn! I bought it on the wrong device! No way to switch I'm sure?,Negative,9
Lost Luggage,Southwest,South Florida ,0,"@SouthwestAir hey remember that time you lost my husbands bags? I do. 

#filmjobnoequipment 
#nowarmclothes",Negative,2
Lost Luggage,Southwest,South Florida ,0,@SouthwestAir way to fuck up and lose @c_istudios bags. My husband has no warm clothes and no equipment. #youdidit #notcool,Negative,9
Late Flight,Southwest,"Los Angeles, CA",0,@SouthwestAir making me miss #TheBachelor right now #wah,Negative,1
,Southwest,ny,0,@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! ðŸ‘ðŸ˜Š,Negative,7
Customer Service Issue,Southwest,,0,"@SouthwestAir disappointed in the 'service' I've received. Checked in online, checked my my flight status online, CHECKED IN AT THE AIRPORT",Negative,4
Customer Service Issue,Southwest,"New Orleans, LA, USA",0,"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter.",Negative,6
,Southwest,,0,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ,Negative,7
Customer Service Issue,Southwest,Brooklyn NY,0,@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,Negative,6
Customer Service Issue,Southwest,Washington DC,0,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot,Negative,8
Late Flight,Southwest,KCMO,0,@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,Negative,0
Customer Service Issue,Southwest,"Washington, DC",0,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",Negative,6
Cancelled Flight,Southwest,,1,@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,Negative,8
Bad Flight,Southwest,Southern California,0,@SouthwestAir my question is this: what's up with the crazy boarding procedure? Does the confusion prevent fistfights over the good seats?,Negative,8
Lost Luggage,Southwest,,0,@SouthwestAir u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,Negative,5
Can't Tell,Southwest,"Boston, MA",0,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.,Negative,4
Late Flight,Southwest,"San Francisco, CA",0,"@SouthwestAir ruined my Sunday. 3+ hours of delays out of DIA, now my bags are at the wrong airport. $35 to deliver them? Insult to injury.",Negative,2
,Southwest,,0,"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!",Negative,9
Can't Tell,Southwest,,0,"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?",Negative,8
Can't Tell,Southwest,suburbs of Pittsburgh....,0,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?,Negative,3
Customer Service Issue,Southwest,,0,@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!,Negative,6
Can't Tell,Southwest,,0,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,Negative,8
Late Flight,Southwest,,0,@SouthwestAir is this a sick joke? #toyingwithouremotions,Negative,8
Late Flight,Southwest,DEN,0,@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!,Negative,9
Can't Tell,Southwest,"Boston, MA",0,"@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel",Negative,3
Late Flight,Southwest,,0,"@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans",Negative,5
,Southwest,"Birmingham, AL",0,"@SouthwestAir done. Sorry, I thought I was already.",Negative,5
Customer Service Issue,Southwest,,0,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",Negative,2
Cancelled Flight,Southwest,â€¢New Yorkâ€¢,0,"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home..",Negative,0
Customer Service Issue,Southwest,Missouri,0,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,Negative,9
Cancelled Flight,Southwest,,0,@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip,Negative,0
Bad Flight,Southwest,,0,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,Negative,6
Customer Service Issue,Southwest,"Bellingham, Washington",0,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",Negative,2
Can't Tell,Southwest,some where in massachusetts ,0,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,Negative,8
Cancelled Flight,Southwest,Canada,0,"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",Negative,5
Late Flight,Southwest,"Baltimore,MD",0,@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/,Negative,3
Can't Tell,Southwest,,0,@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness,Negative,6
Customer Service Issue,Southwest,CT,0,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?,Negative,6
Can't Tell,Southwest,,0,@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...,Negative,3
Flight Booking Problems,Southwest,,0,"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing",Negative,7
Lost Luggage,Southwest,,0,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.",Negative,4
Customer Service Issue,Southwest,Los Angeles,0,"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?",Negative,4
Customer Service Issue,Southwest,,0,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",Negative,0
Lost Luggage,Southwest,"Raleigh, North Carolina",0,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.",Negative,2
Lost Luggage,Southwest,,0,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.,Negative,8
Customer Service Issue,Southwest,"Austin, TX",0,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,Negative,3
,Southwest,,0,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?,Negative,0
Customer Service Issue,Southwest,"Redlands, CA",0,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|",Negative,2
Customer Service Issue,Southwest,,0,@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon,Negative,6
Late Flight,Southwest,,0,@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight,Negative,1
Damaged Luggage,Southwest,,0,@SouthwestAir bag in possession but no clothes in bag??,Negative,2
,Southwest,"Grand Island, Nebraska, USA",0,@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?,Negative,1
Cancelled Flight,Southwest,Vineland & South Florida ,0,@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else ðŸ˜©ðŸ˜«ðŸ˜¢,Negative,0
Lost Luggage,Southwest,,0,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,Negative,2
Bad Flight,Southwest,Las Vegas,0,@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?,Negative,3
Customer Service Issue,Southwest,"Saint Louis, MO USA",0,@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,Negative,9
Lost Luggage,Southwest,"Saint Louis, MO USA",0,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.,Negative,2
Bad Flight,Southwest,"Old Hickory, TN",0,@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.,Negative,8
Flight Attendant Complaints,Southwest,"Atlanta, GA",0,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,Negative,1
,Southwest,,0,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?",Negative,4
Flight Attendant Complaints,Southwest,Oklahoma City,0,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC,Negative,6
,Southwest,,0,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1,Negative,7
Cancelled Flight,Southwest,"College Park, MD",0,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail",Negative,0
Lost Luggage,Southwest,,0,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson,Negative,2
Customer Service Issue,Southwest,"Phoenix, Arizona USA",0,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),Negative,2
Customer Service Issue,Southwest,,0,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,Negative,6
Flight Attendant Complaints,Southwest,"Lincoln, NE",0,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,Negative,2
Lost Luggage,Southwest,"Aurora, OH",0,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.,Negative,2
Customer Service Issue,Southwest,"Aurora, OH",0,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted,Negative,3
Bad Flight,Southwest,Memphis,0,@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink ðŸ˜•,Negative,2
Flight Booking Problems,Southwest,Chicago by way of California,0,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,Negative,6
Cancelled Flight,Southwest,Colorado,0,@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.,Negative,1
Lost Luggage,Southwest,,0,@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.,Negative,2
Lost Luggage,Southwest,"Tallahassee, FL",0,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.,Negative,3
Can't Tell,Southwest,North New Jersey,0,@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.,Negative,3
Damaged Luggage,Southwest,"New York, NY, DC & Maryland",0,@SouthwestAir after an hour and a half then it came back damaged. Not happy ðŸ˜£,Negative,4
Customer Service Issue,Southwest,,0,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,Negative,4
Late Flight,Southwest,South Texas,0,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!,Negative,1
Cancelled Flight,Southwest,,0,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,Negative,0
Can't Tell,Southwest,,0,"@SouthwestAir no you are not, you just care about mighty dollar.",Negative,6
Customer Service Issue,Southwest,"Orlando, Florida",0,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",Negative,4
Flight Attendant Complaints,Southwest,,0,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,Negative,3
Bad Flight,Southwest,,0,@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,Negative,8
Can't Tell,Southwest,,0,@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit,Negative,9
,Southwest,Austin ,0,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,Negative,3
Cancelled Flight,Southwest,USA,0,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1,Negative,0
Can't Tell,Southwest,The happiest place on Earth!,0,@SouthwestAir wifi is the worst $8 investment I have ever made.,Negative,8
Cancelled Flight,Southwest,,0,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,Negative,0
Late Flight,Southwest,,0,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,Negative,0
Lost Luggage,Southwest,,0,"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",Negative,9
Can't Tell,Southwest,,0,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,Negative,3
Customer Service Issue,Southwest,Salt Lake City,0,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",Negative,3
Late Flight,Southwest,,0,@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,Negative,3
Late Flight,Southwest,ATX/LA,0,@SouthwestAir Two delayed flights in a row. Neither one of them explained,Negative,1
Customer Service Issue,Southwest,,0,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,Negative,4
,Southwest,,0,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,Negative,1
Cancelled Flight,Southwest,Missouri,0,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,Negative,0
Bad Flight,Southwest,#BrownsNation ,0,@SouthwestAir your wifi is angering me with its slowness,Negative,8
